feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:105328702	LOC105328702	uncharacterized LOC105328702	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347679	LOC105347679	lysophosphatidylserine lipase ABHD12	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691556	LOC117691556	tripartite motif-containing protein 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274960	LOC136274960	tripartite motif-containing protein 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341996	LOC105341996	rhodopsin, GQ-coupled	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686811	LOC117686811	uncharacterized LOC117686811	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343289	LOC105343289	uncharacterized LOC105343289	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335836	LOC105335836	calcineurin subunit B type 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338021	LOC105338021	G-protein coupled estrogen receptor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687977	LOC117687977	uncharacterized LOC117687977	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345395	LOC105345395	uncharacterized LOC105345395	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331158	LOC105331158	tripartite motif-containing protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321849	LOC105321849	uncharacterized LOC105321849	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340460	LOC105340460	uncharacterized LOC105340460	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344983	LOC105344983	Bardet-Biedl syndrome 5 protein homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322094	LOC105322094	multiple epidermal growth factor-like domains protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318854	LOC105318854	dnaJ homolog subfamily C member 9	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343233	LOC105343233	uncharacterized LOC105343233	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324133	LOC105324133	interferon-induced protein 44	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322851	LOC105322851	uncharacterized LOC105322851	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346528	LOC105346528	beta-galactosidase-1-like protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318056	LOC105318056	transcription initiation factor TFIID subunit 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328493	LOC105328493	ATP-binding cassette sub-family G member 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326092	LOC105326092	uncharacterized LOC105326092	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325135	LOC105325135	TLC domain-containing protein 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109618654	LOC109618654	uncharacterized LOC109618654	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333342	LOC105333342	MAP/microtubule affinity-regulating kinase 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317071	LOC105317071	uncharacterized LOC105317071	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687549	LOC117687549	uncharacterized LOC117687549	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327781	LOC105327781	uncharacterized LOC105327781	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319675	LOC105319675	neuronal acetylcholine receptor subunit alpha-10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319123	LOC105319123	beta-1,3-galactosyltransferase 9	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332925	LOC105332925	organic cation transporter protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339800	LOC105339800	uncharacterized LOC105339800	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337190	LOC105337190	translation initiation factor IF-2, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325041	LOC105325041	WAP four-disulfide core domain protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269435	LOC136269435	oxaloacetate decarboxylase, mitochondrial-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688824	LOC117688824	uncharacterized LOC117688824	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318401	LOC105318401	cytochrome c oxidase subunit 5B, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344216	LOC105344216	uncharacterized LOC105344216	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692358	LOC117692358	integrase/recombinase xerD homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682722	LOC117682722	uncharacterized LOC117682722	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339698	LOC105339698	A-kinase anchor protein 14	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691921	LOC117691921	hydroperoxide isomerase ALOXE3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329202	LOC105329202	interleukin-1 receptor-associated kinase 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318458	LOC105318458	mammalian ependymin-related protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343110	LOC105343110	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332299	LOC105332299	G1/S-specific cyclin-E	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330103	LOC105330103	uncharacterized LOC105330103	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323514	LOC105323514	glycerophosphocholine cholinephosphodiesterase ENPP6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340663	LOC105340663	uncharacterized LOC105340663	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680571	LOC117680571	high affinity cationic amino acid transporter 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335173	LOC105335173	uncharacterized LOC105335173	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330783	LOC105330783	uncharacterized LOC105330783	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690275	LOC117690275	uncharacterized LOC117690275	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335761	LOC105335761	neuronal acetylcholine receptor subunit alpha-7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687854	LOC117687854	uncharacterized LOC117687854	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320561	LOC105320561	transmembrane protein 145	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342496	LOC105342496	uncharacterized LOC105342496	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335845	LOC105335845	inositol-trisphosphate 3-kinase homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330850	LOC105330850	U6 snRNA-associated Sm-like protein LSm2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330147	LOC105330147	allantoinase, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680442	LOC117680442	protein pellino	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339845	LOC105339845	eukaryotic peptide chain release factor GTP-binding subunit ERF3A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343928	LOC105343928	cyclin-I	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317184	LOC105317184	uncharacterized LOC105317184	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341586	LOC105341586	E3 ubiquitin-protein ligase SH3RF3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271984	LOC136271984	protein AF-10-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333965	LOC105333965	leucine-rich repeat-containing protein 43	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320164	LOC105320164	beta-1,3-galactosyltransferase 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318003	LOC105318003	uncharacterized LOC105318003	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320773	LOC105320773	elongin-A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333090	LOC105333090	monocarboxylate transporter 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347192	LOC105347192	dual specificity protein phosphatase 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322690	LOC105322690	cholinesterase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347373	LOC105347373	nucleoporin NUP42	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336239	LOC105336239	RNA-binding protein Musashi homolog 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318721	LOC105318721	cell division control protein 45 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326521	LOC105326521	uncharacterized LOC105326521	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347975	LOC105347975	ras-related GTP-binding protein A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344290	LOC105344290	uncharacterized LOC105344290	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344802	LOC105344802	all-trans retinoic acid-induced differentiation factor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330620	LOC105330620	uncharacterized LOC105330620	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324649	LOC105324649	3',5'-cyclic-AMP phosphodiesterase 4B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321004	LOC105321004	dnaJ homolog subfamily C member 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684639	LOC117684639	uncharacterized LOC117684639	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344727	LOC105344727	transcription factor RFX4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342373	LOC105342373	uncharacterized LOC105342373	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321225	LOC105321225	palmitoyltransferase ZDHHC12-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329962	LOC105329962	uncharacterized LOC105329962	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333692	LOC105333692	E3 ubiquitin-protein ligase TRIM71	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270170	LOC136270170	uncharacterized LOC136270170	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337450	LOC105337450	golgin subfamily A member 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338791	LOC105338791	PH and SEC7 domain-containing protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344256	LOC105344256	uncharacterized LOC105344256	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331358	LOC105331358	tetratricopeptide repeat protein 17	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344575	LOC105344575	inositol-3-phosphate synthase 1-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321852	LOC105321852	protein unc-93 homolog A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340039	LOC105340039	nuclear pore complex protein Nup205	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321221	LOC105321221	N-terminal Xaa-Pro-Lys N-methyltransferase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344817	LOC105344817	calcyphosin-like protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347675	LOC105347675	adenylyltransferase and sulfurtransferase MOCS3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275678	LOC136275678	fibropellin-3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343777	LOC105343777	E3 SUMO-protein ligase NSE2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320936	LOC105320936	F-box only protein 38	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344097	LOC105344097	uncharacterized LOC105344097	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344698	LOC105344698	E3 ubiquitin-protein ligase TRIM45-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273366	LOC136273366	uncharacterized LOC136273366	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339002	LOC105339002	fucose-1-phosphate guanylyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327301	LOC105327301	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342067	LOC105342067	tartrate-resistant acid phosphatase type 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333746	LOC105333746	thioredoxin domain-containing protein 16	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319033	LOC105319033	uncharacterized LOC105319033	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109617194	LOC109617194	tripartite motif-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684404	LOC117684404	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326698	LOC105326698	uncharacterized LOC105326698	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327966	LOC105327966	germ cell-less protein-like 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328219	LOC105328219	protocadherin gamma-B4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271538	LOC136271538	toll-like receptor 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684380	LOC117684380	required for excision 1-B domain-containing protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321090	LOC105321090	DNA repair-scaffolding protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334469	LOC105334469	leucine-rich repeat-containing protein 15	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331136	LOC105331136	protein farnesyltransferase subunit beta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332801	LOC105332801	uncharacterized LOC105332801	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325398	LOC105325398	TWiK family of potassium channels protein 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272287	LOC136272287	uncharacterized LOC136272287	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269485	LOC136269485	uncharacterized LOC136269485	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317122	LOC105317122	carbonic anhydrase 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340363	LOC105340363	ERI1 exoribonuclease 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691124	LOC117691124	uncharacterized LOC117691124	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346521	LOC105346521	E3 ubiquitin-protein ligase Midline-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681768	LOC117681768	WD repeat-containing protein 19-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686519	LOC117686519	uncharacterized LOC117686519	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326882	LOC105326882	universal stress protein in QAH/OAS sulfhydrylase 3'region	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338489	LOC105338489	acyl-CoA dehydrogenase family member 11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346922	LOC105346922	synaptotagmin-15	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109617279	LOC109617279	complement C1q tumor necrosis factor-related protein 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340418	LOC105340418	ribonuclease H2 subunit C	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330592	LOC105330592	uncharacterized LOC105330592	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320862	LOC105320862	equilibrative nucleoside transporter 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326085	LOC105326085	uncharacterized LOC105326085	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270126	LOC136270126	uncharacterized LOC136270126	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684779	LOC117684779	uncharacterized LOC117684779	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320545	LOC105320545	metaxin-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343468	LOC105343468	atrial natriuretic peptide receptor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337243	LOC105337243	aquaporin-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687369	LOC117687369	uncharacterized LOC117687369	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320845	LOC105320845	patatin-like phospholipase domain-containing protein 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320302	LOC105320302	prolyl 4-hydroxylase subunit alpha-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341791	LOC105341791	cytochrome P450 4F2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343015	LOC105343015	uncharacterized LOC105343015	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317237	LOC105317237	uncharacterized LOC105317237	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341230	LOC105341230	WW domain binding protein 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321708	LOC105321708	MICOS complex subunit Mic10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340360	LOC105340360	ATP-dependent zinc metalloprotease YME1L1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331880	LOC105331880	uncharacterized LOC105331880	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343911	LOC105343911	SOSS complex subunit B1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331290	LOC105331290	tetratricopeptide repeat protein 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690065	LOC117690065	E3 ubiquitin-protein ligase TRIM71	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686144	LOC117686144	uncharacterized LOC117686144	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691106	LOC117691106	tripartite motif-containing protein 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322725	LOC105322725	enolase-phosphatase E1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331637	LOC105331637	pleckstrin homology domain-containing family G member 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333483	LOC105333483	uncharacterized LOC105333483	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325334	LOC105325334	uncharacterized LOC105325334	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331565	LOC105331565	uncharacterized LOC105331565	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340244	LOC105340244	uncharacterized LOC105340244	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684948	LOC117684948	tripartite motif-containing protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682367	LOC117682367	uncharacterized LOC117682367	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319247	LOC105319247	uro-adherence factor A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331821	LOC105331821	cilia- and flagella-associated protein 90	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345916	LOC105345916	uncharacterized LOC105345916	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691466	LOC117691466	uncharacterized LOC117691466	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346373	LOC105346373	heparan-alpha-glucosaminide N-acetyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323034	LOC105323034	caveolin-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344286	LOC105344286	CST complex subunit CTC1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328828	LOC105328828	adenylate cyclase type 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687193	LOC117687193	piggyBac transposable element-derived protein 4-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341812	LOC105341812	aquaporin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348064	LOC105348064	protein chibby homolog 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683584	LOC117683584	neuropeptide FF receptor 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117685031	LOC117685031	E3 ubiquitin-protein ligase rnf213-alpha	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345690	LOC105345690	endoplasmic reticulum transmembrane helix translocase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332503	LOC105332503	uncharacterized LOC105332503	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345077	LOC105345077	uncharacterized LOC105345077	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320222	LOC105320222	uncharacterized LOC105320222	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324931	LOC105324931	metabotropic glutamate receptor 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317478	LOC105317478	replication factor C subunit 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347801	LOC105347801	dixin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342685	LOC105342685	myotubularin-related protein 13	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347125	LOC105347125	interferon-induced protein 44	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269892	LOC136269892	cadherin EGF LAG seven-pass G-type receptor fmi-1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273618	LOC136273618	uncharacterized LOC136273618	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331498	LOC105331498	polyglutamylase complex subunit TTLL1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271420	LOC136271420	uncharacterized LOC136271420	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332425	LOC105332425	tubulin--tyrosine ligase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345919	LOC105345919	splicing regulator SDE2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330169	LOC105330169	tripartite motif-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346854	LOC105346854	F-box/LRR-repeat protein 21	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327332	LOC105327332	protein phosphatase 2C-like domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344063	LOC105344063	uncharacterized LOC105344063	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320915	LOC105320915	uncharacterized LOC105320915	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342150	LOC105342150	autophagy-related protein 101	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320110	LOC105320110	claspin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334620	LOC105334620	ubiquitin carboxyl-terminal hydrolase 36	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343645	LOC105343645	glyoxylate reductase/hydroxypyruvate reductase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684150	LOC117684150	uncharacterized LOC117684150	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328928	LOC105328928	hydroxylysine kinase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680468	LOC117680468	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682118	LOC117682118	uncharacterized LOC117682118	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345378	LOC105345378	uncharacterized LOC105345378	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331015	LOC105331015	GPN-loop GTPase 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271056	LOC136271056	uncharacterized LOC136271056	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317794	LOC105317794	neurogenic locus Notch protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687596	LOC117687596	uncharacterized LOC117687596	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275065	LOC136275065	uncharacterized LOC136275065	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323048	LOC105323048	beta-1,4-N-acetylgalactosaminyltransferase bre-4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343966	LOC105343966	uncharacterized LOC105343966	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348224	LOC105348224	protein aurora borealis	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340326	LOC105340326	LITAF domain-containing protein-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338678	LOC105338678	pre-mRNA cleavage complex 2 protein Pcf11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333172	LOC105333172	guanylate cyclase soluble subunit alpha-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337755	LOC105337755	protein Shroom3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317106	LOC105317106	uncharacterized LOC105317106	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331767	LOC105331767	ran GTPase-activating protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345590	LOC105345590	E3 ubiquitin-protein ligase TRIM71	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339651	LOC105339651	alpha-aspartyl dipeptidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340000	LOC105340000	protein bicaudal D homolog 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347169	LOC105347169	high-affinity choline transporter 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273575	LOC136273575	uncharacterized LOC136273575	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337840	LOC105337840	uncharacterized LOC105337840	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680518	LOC117680518	solute carrier family 28 member 3-like	protein_coding	GCF_963853765.1-RS_2024_06
